timestamp,GMXXX_NO2 (ppm),GMXXX_Ethanol (ppm),GMXXX_VOC (ppm),GMXXX_CO (ppm),MiCS5524_CO (ppm),MiCS5524_Ethanol (ppm),MiCS5524_VOC (ppm),label
1765455938371,0.10511408020165401,0.09855361225597556,0.020315141151868894,0.0034252091251070764,0.4161926910040609,0.25943688527184944,0.1340396252257226,idle
1765455938623,0.09753868193387706,0.09792877994388773,0.020844408222741487,0.003577841342180952,0.3838279054098578,0.25922357787140815,0.1347330021123421,idle
1765455938874,0.0988635712827629,0.09976302499158461,0.0191824494801589,0.003321619157657111,0.3934764756937427,0.27508724191340317,0.15086230331660522,idle
1765455939881,0.10981368741565356,0.09768214775283218,0.019823533653952334,0.0035278856030904323,0.38309999595298777,0.2705589389851387,0.12958131097928907,idle
1765455939932,0.10502568785724888,0.09880112873222517,0.02077843685090829,0.003212667649725412,0.3937946198441798,0.2773234511601229,0.11529789760462977,idle
1765455940486,0.10938567299272975,0.08735785562673831,0.020698546005054316,0.003478219551675663,0.3963823569109152,0.2643100536927223,0.13596920225333922,idle
1765455940537,0.09852784577370473,0.10209216684033644,0.02072740768817575,0.0035430695442706583,0.38572792625552044,0.27771645975160214,0.1254627344215284,idle
1765455940991,0.1108141094129715,0.10459615461349633,0.020182538583553598,0.0033652666870905954,0.38282480140142555,0.2808668026776972,0.13015857930804275,idle
1765455941041,0.10948022903571451,0.09480491619475051,0.020355206751020895,0.0033631300703078557,0.41412798954251195,0.2534433438300689,0.1373165356547548,idle
1765455941445,0.11639050317729908,0.10742542527903289,0.020337503291640822,0.003307625209845628,0.4141737646793416,0.2697094780635821,0.13145777253452198,idle
1765455941547,0.10965232527720453,0.09979505313644164,0.01955013376713254,0.003364308142687334,0.39538533237082674,0.2935460679000548,0.13076973726155816,idle
1765455941900,0.10893745123094802,0.09853167626885824,0.021057604151895743,0.003230703879035125,0.4104999993925492,0.2581479945939655,0.12849937665879982,idle
1765455942252,0.10788178599818121,0.10310670285472906,0.02107038663805449,0.0036284617728700535,0.4230737477484505,0.25617556466091285,0.12466835321089902,idle
1765455942303,0.1006737441079907,0.1024705253985996,0.019920179766500838,0.003354268613288202,0.37514919962825133,0.2844725966550392,0.12951409364282945,idle
1765455942606,0.10559063348807414,0.0996686452403846,0.01917192341930102,0.0037068819731821624,0.4027921231319235,0.2690905263156042,0.1298903848760725,idle
1765455942858,0.10860582856125221,0.10948853228010202,0.0224009987134084,0.0030296401373450794,0.38855404097460694,0.28300901783323984,0.13612800226087,idle
1765455943564,0.11119244786948389,0.10211992689416671,0.02076340526378637,0.0033754547081921355,0.40651726358350704,0.26032772273203153,0.14379768757314665,idle
1765455943816,0.10742520212293503,0.09925524692643589,0.019019792710571977,0.0036263230574654273,0.394999637500103,0.27721376464670294,0.1331341408196505,idle
1765455944067,0.11441076026548475,0.10518957314462847,0.02042319486013597,0.0031065839416139144,0.38596643818055787,0.27832242187833345,0.12930412228198923,idle
1765455944571,0.11497013669057442,0.10268835269037913,0.018030647260684374,0.0033342449621810598,0.39135098032921983,0.25571509466610226,0.13249934745398495,idle
1765455944823,0.1054750327804277,0.09597957785996271,0.021149301416565857,0.0031831572496844912,0.3731357385158695,0.24268426509850294,0.13560216662460398,idle
1765455945175,0.11263743176912776,0.10769883584802532,0.02211744916608871,0.00363377378477078,0.402359105873268,0.2972629565281851,0.1430142776551647,idle
1765455945980,0.10558417677007104,0.09767468608373504,0.020693767255071504,0.0030771707476895077,0.3802555798210839,0.25091466605511414,0.12731808449006954,idle
1765455946432,0.10579194804745255,0.09247091116196664,0.019137717364912446,0.0032242367592588157,0.3721542983512687,0.24261426239185718,0.12728484849387645,idle
1765455946483,0.11286422796243316,0.106136682235291,0.020715936458825343,0.0034707363725596466,0.399275461686996,0.27635825766282274,0.1353915988611139,idle
1765455946884,0.10197667720533361,0.09537461854254002,0.01898320578127943,0.003383609768845052,0.4198381361534505,0.2797720969314081,0.12837706599397147,idle
1765455946986,0.11596204314873668,0.10177793182216364,0.020203917381769517,0.00336788070998909,0.3874428879189813,0.2776026312839447,0.1318272867079347,idle
1765455947692,0.10764910591712314,0.10005593623197206,0.02032874073834576,0.0034212196650638847,0.404982311456834,0.27054678590980585,0.12539700233603443,idle
1765455948247,0.11286437887647677,0.10747479195093983,0.020076924705791442,0.0031189510575169864,0.3978770585566483,0.2759041162975237,0.12676368736744367,idle
1765455948499,0.11176515353681205,0.10082385879396454,0.02116587586119412,0.003681025107266325,0.372957721894303,0.2656573702089874,0.1317804226953309,idle
1765455948751,0.1135691243025744,0.09941925542683597,0.02326341089192182,0.0030763029016022824,0.40904974505517894,0.2550602875871792,0.13212290403102617,idle
1765455949103,0.11326269536674981,0.0984125295488236,0.01907647517020312,0.0033101406392558115,0.38552295996233404,0.2687420965629866,0.13018993258465847,idle
1765455949406,0.11661050934553384,0.10273188284239904,0.020652663051271145,0.00323076651561604,0.3969238499951097,0.2405204261785736,0.1309470246289151,idle
1765455949506,0.10903779880937735,0.10340355610799788,0.01913500925297936,0.0035568685166639815,0.3938601624713802,0.2662381003188818,0.13699000532993316,idle
1765455949910,0.09666375899106078,0.0976957189998981,0.020464164149358442,0.0033663277228750867,0.3966444424870607,0.2643535717131157,0.11772381215981761,idle
1765455950010,0.10324337725789529,0.09277173637716771,0.020508210691737545,0.003444657435222993,0.37168491432470885,0.2732313109965953,0.12571434089366018,idle
1765455950312,0.11063849974876461,0.10138420207980163,0.02035817493142854,0.003295035756016843,0.4006096445328345,0.2753332042599964,0.13329633070221514,idle
1765455950665,0.10667717871380536,0.09530793161063607,0.020186335863119,0.0032652094209824844,0.3912516753133089,0.23612109690139987,0.13673270129420723,idle
1765455952478,0.11134161887846823,0.1065907180909293,0.020965237207744503,0.0033978556310220766,0.4036134056437523,0.26066033546236456,0.12464358177053846,idle
1765455952528,0.10676654236931177,0.10483980035935725,0.020759366514947628,0.0036859367829457828,0.42898860045846166,0.27652036825916565,0.12749438764810983,idle
1765455953082,0.11802870728802049,0.09273296192170533,0.01909727502195269,0.0034132529000802207,0.39635209495767104,0.2838951172471536,0.13430801820728863,idle
1765455953133,0.10978019833872942,0.10064411870967845,0.02079608101168869,0.003305547264745638,0.40128878183955513,0.2762333978973255,0.12516009669904452,idle
1765455953586,0.10665746691382082,0.09799088242798844,0.020337038228987667,0.00348502599179325,0.42081985823436424,0.2906875248377892,0.13138785438149014,idle
1765455953636,0.11811855213911128,0.0999545066363922,0.018422552882317773,0.0036453072394728643,0.4009971596009086,0.2629530416269226,0.12387759543461839,idle
1765455953939,0.11429916670640836,0.10227561284164123,0.021870138690862267,0.0031545609248317366,0.4251091402696122,0.26180634850841805,0.12762963033901562,idle
1765455954343,0.11455377761855326,0.10589593393297121,0.019179287835688646,0.003263006504832451,0.38069837586063643,0.2776656417906768,0.13826758192164645,idle
1765455954394,0.10451455658910513,0.09591074585356854,0.01967902505241475,0.003535457603520006,0.3936599203820533,0.26433551895967117,0.13105612015248044,idle
1765455954696,0.10408281041157964,0.10330642681839668,0.018489455191666934,0.0035110971822205064,0.40042608628442,0.2512864945357483,0.13059900301601707,idle
1765455955653,0.10964627211396309,0.10265380545777697,0.018557755704546406,0.0032866024672433204,0.3990534407028073,0.28527373962544317,0.1276647994739748,idle
1765455955704,0.11326985908579862,0.1039400191401943,0.01953175628121699,0.003566493474949773,0.3931449920540199,0.28593802669495344,0.12950343494557717,idle
1765455956006,0.10918036846786153,0.1024791645682006,0.019963680812241032,0.003190695377984381,0.3848045880532182,0.2689650914898767,0.13142262494747356,idle
1765455956258,0.10894902733561067,0.10080582120825478,0.019803479542048835,0.003092344279017799,0.4089769448173066,0.2801021044456038,0.12926695408091587,idle
1765455956660,0.11278887113247103,0.09754256914052785,0.020866865979518822,0.003401718167370043,0.4150968353246361,0.26429066952840224,0.1322746754050011,idle
1765455956711,0.1068808532611538,0.10825278703204046,0.019994925534594955,0.0034707783213849745,0.43480945421382194,0.28169765961741805,0.12771592995814277,idle
1765455957970,0.10674359192647653,0.10301422289830289,0.02058913900344245,0.0033331474986705418,0.3708900332446387,0.2927433844507753,0.13843829157570808,idle
1765455958222,0.10070822085966681,0.10744786172584792,0.017511504966341306,0.003406755227307849,0.38743345867189927,0.2660290536147707,0.14244254658673167,idle
1765455958625,0.10658914077385895,0.09794729900732002,0.020591583228655407,0.003565834481662764,0.3831607191183116,0.25656759796846657,0.12983900879180257,idle
1765455959332,0.11307233440910801,0.0983126458932178,0.02155999929483728,0.0031224912487211676,0.3947168443639632,0.2748668500282682,0.13537239472662135,idle
1765455959382,0.11163868594880433,0.10119591287691923,0.02065536626732411,0.0034620269264829073,0.37895265268042216,0.27304806477784704,0.12304660250661975,idle
1765455959835,0.11299899025268835,0.09327933773365286,0.02093062713866252,0.0035009286174592816,0.43250695447523674,0.25573428433553724,0.1254321755530721,idle
1765455959885,0.11290862553464186,0.09324328886141243,0.019474760743535477,0.003331894925115363,0.41111636039781796,0.2570630790925924,0.1201679034331041,idle
1765455960288,0.11524321751327685,0.09315071853577822,0.020108885460717856,0.0033204141068324134,0.3740965825022064,0.27607633678014615,0.13056619182787463,idle
1765455960389,0.109062009103727,0.09728495058020357,0.02100602145936545,0.0031789641902845744,0.4090145170221113,0.29445026645191247,0.1361119227094298,idle
1765455960691,0.10556449134214765,0.09072318326071414,0.019526492093495766,0.0036194944644052872,0.41813478701366996,0.2679809157371377,0.12031083385033939,idle
1765455960892,0.10389038913250781,0.09984475411759351,0.020204284663233863,0.00325999275858317,0.37630364255682275,0.2962900234440419,0.131867093914665,idle
1765455961295,0.10645249069274272,0.09929210242693721,0.01915641886819903,0.0034453973389972736,0.3788088167427092,0.2711952240741599,0.12453138892145146,idle
1765455961396,0.10966638690434162,0.09383588042548037,0.020139426786547256,0.003502879969662749,0.40668691909467874,0.26261075376833876,0.12589800865106326,idle
1765455962050,0.1144204927815086,0.09478729386699443,0.021257813096445692,0.003134482299106134,0.38674719049753536,0.2397507457374585,0.12456352864236689,idle
1765455962502,0.10874337618433168,0.10146627374881528,0.01861953405588686,0.0033392904687085316,0.3820642658283521,0.2583411206397839,0.12673076574010556,idle
1765455962553,0.10534625800630096,0.10465163707963784,0.019783311702060876,0.0031713031485223263,0.39566149149258295,0.2628937058840407,0.1223268488999233,idle
1765455963310,0.1157766723740837,0.10104935669097959,0.019993398967141463,0.0033227140932083465,0.39222566185226737,0.27687143462597025,0.13360947294362935,idle
1765455963562,0.1078444293823254,0.10142622388390977,0.019838400201451282,0.0031214166868331825,0.3760224246503137,0.2676719215001815,0.13241405351862615,idle
1765455964014,0.10658764810327423,0.09816819515867167,0.020556243132238652,0.0029860204461960695,0.40632697879301144,0.265595445744338,0.1314519100784,idle
1765455964064,0.1130227591908545,0.09342347710328061,0.018769224748989174,0.003349831892266042,0.4089370056632709,0.259480435531889,0.1345030920720424,idle
1765455964316,0.11882565367209227,0.10205557671934617,0.01886405346446659,0.0034253430918447124,0.40032973286662266,0.2675663852170212,0.14068055214808642,idle
1765455964568,0.10785864134719592,0.09938183862304606,0.020510138292749582,0.0030311262507273997,0.39211647387210924,0.281265236516299,0.1256502544770625,idle
1765455965173,0.11131132655215767,0.1021599732895542,0.020383411484002047,0.003473957193403398,0.3981400921764694,0.2682752505632538,0.12143359994034092,idle
1765455965576,0.10527008768772597,0.09716641913913135,0.020475121420132702,0.0031278434511520154,0.40457362732134966,0.2550210354337641,0.12491350437429606,idle
1765455965827,0.10320788736794294,0.09063055467335208,0.02169168519285277,0.003207162065213786,0.377368197007594,0.27429222741374343,0.12703700790760916,idle
1765455967638,0.10620354324733756,0.10023460892894552,0.02027952250867254,0.0032545393567982744,0.36045364622597753,0.2664601303317401,0.13631096667279255,idle
1765455968545,0.11065633355179158,0.09330968717166765,0.02152373066251921,0.003370904793945632,0.37264142492184504,0.2702005630211293,0.13443571843678778,idle
1765455968948,0.11283114728009268,0.09993386765540099,0.01939215905015837,0.003234170458550826,0.4091719681241559,0.25790952672038175,0.13341037920955867,idle
1765455969149,0.11692513532163974,0.10015148736045507,0.017843790461626593,0.003235178524520167,0.4086641698339535,0.2734110173971375,0.1360615530175314,idle
1765455969250,0.11096156441881612,0.0967421408441885,0.017846625372163347,0.0034376466389963024,0.42909043563857663,0.26553423742889265,0.12422119368190557,idle
1765455969502,0.10123627741064907,0.10813333998290847,0.01952552873844998,0.003301480565925906,0.38633417909720363,0.25822161577839686,0.13241960837509797,idle
1765455969854,0.10206301771756783,0.10226355820729215,0.02078974175404385,0.0030884577378071623,0.4105051229915447,0.2708522812674984,0.13438471525541443,idle
1765455970056,0.11061333654342004,0.09607176698793976,0.019911728568708337,0.0033876771901763044,0.37863225067479656,0.279040281407253,0.12865246045936388,idle
1765455970610,0.11152882870499436,0.09114086229406439,0.019523672579024844,0.00328543609301006,0.3800555306069153,0.28388159967334003,0.13346759392454263,idle
1765455971012,0.1025741886470981,0.09759114676073154,0.019447708157401437,0.0031831545210946983,0.39108964450219885,0.27248976757560595,0.1346021661509785,idle
1765455971114,0.11290882367669293,0.10733982632786848,0.022120261640092405,0.0033462794531831726,0.433374757017239,0.26674588070606037,0.12517902183172094,idle
1765455971869,0.10270330007991763,0.09418858604647577,0.021301763744469175,0.003288700654756481,0.3729045500952875,0.2787994625705341,0.12376244977146078,idle
1765455972272,0.10766559905410099,0.10296933159607202,0.01960569709772412,0.0032001954351249685,0.3964557309119544,0.25191830041735663,0.1255479717116412,idle
1765455972372,0.11747801470527769,0.10251185168578328,0.020066490332408284,0.0035035207967425803,0.3791860354105482,0.2759319095833476,0.12634279898810327,idle
1765455972775,0.11559977968284024,0.09994624010406707,0.020501753090329415,0.003445143545723175,0.41180031772766024,0.26242819780384913,0.14498032604888217,idle
1765455972825,0.11829461981328325,0.09000490739630453,0.021729421063268053,0.003329607165341138,0.37380386169541924,0.2656986263219481,0.13461066131416632,idle
1765455973279,0.11270134428557817,0.0951700561842456,0.02078220220596785,0.003054869424145583,0.35314892037541623,0.27018930909063,0.13747119093419943,idle
1765455973330,0.10245550214631453,0.09174904200980223,0.019692629317917452,0.0032581009600036776,0.38492129976386014,0.2709604365308946,0.13948507218333586,idle
1765455974338,0.11048529059113481,0.09550132979090087,0.021100480247738695,0.003171250489921186,0.39667917786588264,0.2891106181374914,0.1316306546018055,idle
1765455974992,0.10754543235253015,0.09893239914264505,0.020981560822985284,0.0031940605886588555,0.3989488408089992,0.2408625546927956,0.1335435139892306,idle
1765455975043,0.11499103244485469,0.10037656374098973,0.019751005910781584,0.003265020233210061,0.41609063500933313,0.2481998217590334,0.12918342834881522,idle
1765455975748,0.10423602758992587,0.09009908757348292,0.018727280536138785,0.003356611789998317,0.3867720955831971,0.245020282802146,0.12592860933302125,idle
1765455975798,0.10076831423780083,0.09548886317162517,0.019664384596481923,0.0036849023819457948,0.4051163113089211,0.25691261246570996,0.1402283943632301,idle
1765455976250,0.10660185320588506,0.09522326175942558,0.019934736893060623,0.0032231819713735366,0.3789813988338347,0.27239882385036995,0.13173608727417035,idle
1765455976301,0.11081202127171322,0.09654300223516835,0.019050738233442374,0.0032924399741850836,0.3936713876126128,0.26323992442297367,0.12295379672334031,idle
